seed,T,k,avg_price,avg_profit,share_state_0.5_0.5,share_joint_consecutive_0.5,mode_pair,share_mode_pair,std_market,cycle_amp,jump_count_large,regime
527,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.5), np.float64(0.833333))",0.25,0.15023130314433286,0.41666666666666663,25000,cycling/asymmetric
528,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
529,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
530,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
531,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.5), np.float64(0.666667))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
532,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.833333), np.float64(0.166667))",0.25,0.15023130314433286,0.41666666666666663,24999,cycling/asymmetric
533,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.833333), np.float64(0.166667))",0.25,0.15023130314433286,0.41666666666666663,24999,cycling/asymmetric
534,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
535,500000,6,0.41666666666666674,0.11458333333333336,0.25,0.0,"(np.float64(0.5), np.float64(0.5))",0.25,0.05892556509887897,0.16666666666666669,0,cycling/asymmetric
536,500000,6,0.33334,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",0.99996,0.0010540714713275694,0.16666666666666669,0,focal_equal_price
537,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
538,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
539,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.15023130314433286,0.41666666666666663,24999,cycling/asymmetric
540,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
541,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
542,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
543,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
544,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
545,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
546,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.666667), np.float64(0.166667))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
547,500000,6,0.4722166666666666,0.09259250000000001,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.16668,0.22394946788654504,0.6666666666666666,24999,cycling/asymmetric
548,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
549,500000,6,0.33334,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",0.99996,0.0010540714713275694,0.16666666666666669,0,focal_equal_price
550,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
551,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.666667), np.float64(0.166667))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
552,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
553,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
554,500000,6,0.44444,0.09259250000000001,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.16668,0.19641658608398854,0.5833333333333334,16666,cycling/asymmetric
555,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
556,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.833333), np.float64(0.166667))",0.25,0.15023130314433286,0.41666666666666663,24999,cycling/asymmetric
557,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
558,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
559,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
560,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
561,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
562,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
563,500000,6,0.6666666666666665,0.11111111111111113,0.0,0.0,"(np.float64(0.666667), np.float64(0.666667))",1.0,1.1102230246251565e-16,0.0,0,focal_equal_price
564,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
565,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
566,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
567,500000,6,0.33334333333333327,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",0.99996,0.0015811072069913535,0.24999999999999994,2,focal_equal_price
568,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
569,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
570,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
571,500000,6,0.5,0.09375,0.0,0.0,"(np.float64(0.5), np.float64(1.0))",0.25,0.18633899812498247,0.5,25000,cycling/asymmetric
572,500000,6,0.5,0.09375,0.0,0.0,"(np.float64(1.0), np.float64(0.166667))",0.25,0.18633899812498247,0.5,24999,cycling/asymmetric
573,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
574,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
575,500000,6,0.16666666666666663,0.06944444444444443,0.0,0.0,"(np.float64(0.166667), np.float64(0.166667))",1.0,2.7755575615628914e-17,0.0,0,focal_equal_price
576,500000,6,0.47221166666666664,0.09259166666666668,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.16668,0.22395349883774238,0.6666666666666666,24999,cycling/asymmetric
577,500000,6,0.5833333333333333,0.09375,0.0,0.0,"(np.float64(0.666667), np.float64(1.0))",0.25,0.1767766952966369,0.49999999999999994,49999,cycling/asymmetric
578,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
579,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
580,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
581,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
582,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
583,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.5), np.float64(0.833333))",0.25,0.15023130314433286,0.41666666666666663,25000,cycling/asymmetric
584,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
585,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
586,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
587,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
588,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
589,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
590,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
591,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
592,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.15023130314433286,0.41666666666666663,25000,cycling/asymmetric
593,500000,6,0.6666666666666665,0.11111111111111113,0.0,0.0,"(np.float64(0.666667), np.float64(0.666667))",1.0,1.1102230246251565e-16,0.0,0,focal_equal_price
594,500000,6,0.4722166666666666,0.09259250000000001,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.16668,0.22394946788654504,0.6666666666666666,24999,cycling/asymmetric
595,500000,6,0.49998333333333334,0.12499388888888889,0.99994,0.99992,"(np.float64(0.5), np.float64(0.5))",0.99994,0.0022972810015320284,0.4166666666666667,2,monopoly_regime
596,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
597,500000,6,0.5,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.18633899812498247,0.5,24999,cycling/asymmetric
598,500000,6,0.44444,0.09259250000000001,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.16668,0.19641658608398854,0.5833333333333334,16666,cycling/asymmetric
599,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
600,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
601,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
602,500000,6,0.4583233333333333,0.09374638888888888,0.0,0.0,"(np.float64(0.833333), np.float64(0.166667))",0.24998,0.15023777417443618,0.5833333333333333,25000,cycling/asymmetric
603,500000,6,0.6666666666666665,0.11111111111111113,0.0,0.0,"(np.float64(0.666667), np.float64(0.666667))",1.0,1.1102230246251565e-16,0.0,0,focal_equal_price
604,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.833333), np.float64(0.166667))",0.25,0.15023130314433286,0.41666666666666663,24999,cycling/asymmetric
605,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
606,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.833333), np.float64(0.166667))",0.25,0.15023130314433286,0.41666666666666663,24999,cycling/asymmetric
607,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
608,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
609,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
610,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
611,500000,6,0.5,0.09375,0.0,0.0,"(np.float64(1.0), np.float64(0.166667))",0.25,0.18633899812498247,0.5,24999,cycling/asymmetric
612,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.15023130314433286,0.41666666666666663,24999,cycling/asymmetric
613,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.833333), np.float64(0.166667))",0.25,0.15023130314433286,0.41666666666666663,24999,cycling/asymmetric
614,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
615,500000,6,0.41666666666666663,0.07916666666666666,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.1,0.18633899812498245,0.6666666666666666,20000,cycling/asymmetric
616,500000,6,0.33336,0.11111055555555557,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",0.99992,0.003374637429084461,0.5833333333333333,4,focal_equal_price
617,500000,6,0.5,0.11111111111111113,0.0,0.0,"(np.float64(0.666667), np.float64(0.333333))",0.25,0.1178511301977579,0.3333333333333333,0,cycling/asymmetric
618,500000,6,0.3333466666666666,0.11111138888888891,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",0.99994,0.0019002455981618092,0.3333333333333333,2,focal_equal_price
619,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
620,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
621,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
622,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
623,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
624,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
625,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
626,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
627,500000,6,0.4166866666666666,0.09374694444444444,0.0,0.0,"(np.float64(0.5), np.float64(0.333333))",0.24998,0.1179017935967614,0.8333333333333333,6,cycling/asymmetric
628,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
629,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
630,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
631,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
632,500000,6,0.41667999999999994,0.09375166666666665,0.0,0.0,"(np.float64(0.5), np.float64(0.666667))",0.25,0.11785937873396223,0.41666666666666663,2,cycling/asymmetric
633,500000,6,0.33333333333333326,0.11110500000000001,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",0.9999,0.002173067468400883,0.5833333333333333,2,focal_equal_price
634,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
635,500000,6,0.5,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.18633899812498247,0.5,25000,cycling/asymmetric
636,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
637,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
638,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
639,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
640,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
641,500000,6,0.4722183333333333,0.09259166666666668,0.0,0.0,"(np.float64(0.166667), np.float64(0.166667))",0.16668,0.2239518452641599,0.6666666666666666,25000,cycling/asymmetric
642,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
643,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
644,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
645,500000,6,0.5,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.18633899812498247,0.5,25000,cycling/asymmetric
646,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
647,500000,6,0.4722166666666666,0.09259250000000001,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.16668,0.22394946788654504,0.6666666666666666,24999,cycling/asymmetric
648,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
649,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
650,500000,6,0.6666666666666665,0.11111111111111113,0.0,0.0,"(np.float64(0.666667), np.float64(0.666667))",1.0,1.1102230246251565e-16,0.0,0,focal_equal_price
651,500000,6,0.33335,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",0.99994,0.0022972810015320284,0.4166666666666667,2,focal_equal_price
652,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
653,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
654,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
655,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
656,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
657,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
658,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
659,500000,6,0.5,0.09375,0.0,0.0,"(np.float64(1.0), np.float64(0.166667))",0.25,0.18633899812498247,0.5,24999,cycling/asymmetric
660,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
661,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
662,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
663,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
664,500000,6,0.5,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.18633899812498247,0.5,24999,cycling/asymmetric
665,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.833333), np.float64(0.166667))",0.25,0.15023130314433286,0.41666666666666663,24999,cycling/asymmetric
666,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
667,500000,6,0.5,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.18633899812498247,0.5,24999,cycling/asymmetric
668,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
669,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
670,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
671,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
672,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
673,500000,6,0.6666666666666665,0.11111111111111113,0.0,0.0,"(np.float64(0.666667), np.float64(0.666667))",1.0,1.1102230246251565e-16,0.0,0,focal_equal_price
674,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
675,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.666667), np.float64(0.166667))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
676,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
677,500000,6,0.5,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.18633899812498247,0.5,25000,cycling/asymmetric
678,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
679,500000,6,0.45833333333333326,0.09375,0.0,0.0,"(np.float64(0.166667), np.float64(0.333333))",0.25,0.15023130314433286,0.41666666666666663,25000,cycling/asymmetric
680,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
681,500000,6,0.4722166666666666,0.09259250000000001,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.16668,0.22394946788654504,0.6666666666666666,24999,cycling/asymmetric
682,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
683,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
684,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
685,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
686,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
687,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.333333), np.float64(0.5))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
688,500000,6,0.6666666666666665,0.11111111111111113,0.0,0.0,"(np.float64(0.666667), np.float64(0.666667))",1.0,1.1102230246251565e-16,0.0,0,focal_equal_price
689,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
690,500000,6,0.3333233333333333,0.11109694444444447,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",0.99978,0.002357001390656262,0.4166666666666667,2,focal_equal_price
691,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
692,500000,6,0.5,0.125,1.0,1.0,"(np.float64(0.5), np.float64(0.5))",1.0,0.0,0.0,0,monopoly_regime
693,500000,6,0.33334,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",0.99996,0.0010540714713275694,0.16666666666666669,0,focal_equal_price
694,500000,6,0.4166666666666666,0.09375,0.0,0.0,"(np.float64(0.5), np.float64(0.666667))",0.25,0.11785113019775788,0.33333333333333326,0,cycling/asymmetric
695,500000,6,0.33333333333333326,0.11111111111111113,0.0,0.0,"(np.float64(0.333333), np.float64(0.333333))",1.0,5.551115123125783e-17,0.0,0,focal_equal_price
696,500000,6,0.49998666666666663,0.12499388888888889,0.99992,0.99992,"(np.float64(0.5), np.float64(0.5))",0.99992,0.0022360282248268296,0.49999999999999994,2,monopoly_regime
